pseudoword,ambiguity_reduction,ambiguity_drop,L1,L2,|synsets_L1|,|synsets_L2|,|synsets_L1_L2|,synsets_intersection
initially-inizialmente,0.0,0.0,EN,IT,1,1,1,['bn:00114055r']
versus-contro,-1.0,-1.0,EN,IT,23,4,0,[]
blame-colpa,0.9393939393939394,0.8634311800389277,EN,IT,23,10,1,['bn:00011095n']
considerare-considérer,0.3684210526315789,0.3679104202965981,IT,FR,10,9,6,"['bn:00085651v', 'bn:00085647v', 'bn:00083370v', 'bn:00085650v', 'bn:00085653v', 'bn:00085649v']"
pink-rose,0.945945945945946,0.9372689514884112,EN,FR,42,32,2,"['bn:00062507n', 'bn:00108605a']"
circumstance-circostanza,0.6470588235294118,0.6459383745095104,EN,IT,9,8,3,"['bn:00019219n', 'bn:00019218n', 'bn:00019220n']"
buyer-comprador,0.6666666666666666,0.6666666666666666,EN,ES,3,3,1,['bn:00014332n']
licenza-licence,0.8181818181818182,0.7871656793250021,IT,FR,14,8,2,"['bn:00050995n', 'bn:00050986n']"
tape-bande,0.9428571428571428,0.895081101963417,EN,FR,23,12,1,['bn:00076100n']
réveil-despertar,0.925925925925926,0.7698883511880538,FR,ES,6,21,1,['bn:00007495n']
less-meno,0.7142857142857143,0.7134754069184704,EN,IT,10,11,3,"['bn:00116104r', 'bn:00105886a', 'bn:03819987n']"
bread-pan,0.9375,0.920873065166116,EN,ES,13,19,1,['bn:00012873n']
seven-sept,0.945945945945946,0.673025026060024,EN,FR,63,11,2,"['bn:00000129n', 'bn:15190462n']"
confronto-comparación,0.6470588235294118,0.6369038264273239,IT,ES,10,7,3,"['bn:00021304n', 'bn:00021303n', 'bn:00021297n']"
delay-retraso,0.8,0.7631513611335565,EN,ES,13,7,2,"['bn:00026014n', 'bn:00026015n']"
scope-alcance,0.8235294117647058,0.787104066885145,EN,ES,22,12,3,"['bn:00003268n', 'bn:02037665n', 'bn:03460088n']"
open-aperto,0.8421052631578947,0.5441785776314094,EN,IT,67,9,6,"['bn:00107891a', 'bn:00107880a', 'bn:00107881a', 'bn:00059062n', 'bn:00059063n', 'bn:00107879a']"
award-prix,0.8181818181818182,0.7621698916829452,EN,FR,7,15,2,"['bn:00007497n', 'bn:00000704n']"
reply-répondre,0.8,0.7959899496852959,EN,FR,11,9,2,"['bn:00082646v', 'bn:00092421v']"
peace-la paix,0.9583333333333334,0.5297386817928763,EN,FR,44,4,1,['bn:00827649n']
response-risposta,0.6,0.5723635208501673,EN,IT,13,7,4,"['bn:00067367n', 'bn:00066344n', 'bn:00004451n', 'bn:00067180n']"
immigrant-immigrant,0.7777777777777778,0.6467062149979652,EN,FR,7,2,1,['bn:00046019n']
formal-formale,0.8571428571428571,0.4414960745466109,ES,IT,13,1,1,['bn:00103223a']
hell-l'enfer,0.9047619047619048,0.7105578855939733,EN,FR,51,12,3,"['bn:01238984n', 'bn:00587795n', 'bn:03310201n']"
east-à l'est,0.9428571428571428,0.3141574082120733,EN,FR,34,1,1,['bn:00029050n']
chocolate-chocolat,0.8666666666666667,0.8647385960544219,ES,FR,16,14,2,"['bn:00018638n', 'bn:00018639n']"
stock-stock,0.8297872340425532,0.511691890539962,EN,IT,42,5,4,"['bn:00036840n', 'bn:03777759n', 'bn:00598943n', 'bn:00074332n']"
borsa di studio-beca,0.75,0.4960783708246107,IT,ES,1,7,1,['bn:00069614n']
public-público,0.5652173913043478,0.5603886777424875,FR,ES,10,13,5,"['bn:00065080n', 'bn:00007096n', 'bn:00063584n', 'bn:00109212a', 'bn:00109211a']"
profondamente-profundamente,0.4285714285714285,0.3872176726736791,IT,ES,2,5,2,"['bn:02614104n', 'bn:00114957r']"
tiny-pequeño,0.925925925925926,0.925290642196985,EN,ES,13,14,1,['bn:00098029a']
plus-plus,0.8571428571428571,0.8214127264284943,EN,FR,27,15,3,"['bn:26594975n', 'bn:23878385n', 'bn:00006504n']"
mad-loco,0.9402985074626866,0.9095269859650148,EN,ES,42,25,2,"['bn:00098805a', 'bn:00052329n']"
doctor-medico,0.8823529411764706,0.8808250561493325,ES,IT,9,8,1,['bn:00027976n']
who-che,-1.0,-1.0,EN,IT,16,4,0,[]
Internet-Internet,0.7333333333333333,0.4985707968846278,EN,IT,13,2,2,"['bn:00722917n', 'bn:00024712n']"
self-sé,0.875,0.8311780396483957,EN,IT,21,11,2,"['bn:01545822n', 'bn:00070325n']"
capo-patron,0.9545454545454546,0.8000431140626059,IT,FR,34,10,1,['bn:00012293n']
passenger-passeggero,0.9333333333333332,0.7466666666666667,EN,IT,24,6,1,['bn:00060894n']
sufficient-suffisant,0.7142857142857143,0.6453627877894652,EN,FR,2,5,1,['bn:00111418a']
Sénat-Senado,0.7634408602150538,0.5294672680117443,FR,ES,80,13,11,"['bn:03735249n', 'bn:00070459n', 'bn:03335417n', 'bn:14053891n', 'bn:03208417n', 'bn:02871432n', 'bn:00070458n', 'bn:03622679n', 'bn:03208333n', 'bn:03540226n', 'bn:03490034n']"
poverty-pobreza,0.8947368421052632,0.8934967350060241,EN,ES,10,9,1,['bn:00046157n']
mutual-reciproco,0.8181818181818182,0.7287738077702017,EN,IT,8,3,1,['bn:00107072a']
zone-zone,0.7647058823529411,0.7394452783261516,EN,FR,32,19,6,"['bn:00317355n', 'bn:00027810n', 'bn:02724055n', 'bn:03436532n', 'bn:00082075n', 'bn:00082076n']"
identity-l'identité,0.9523809523809524,0.2903911218790407,EN,FR,41,1,1,['bn:01072149n']
classic-classico,0.8222222222222222,0.6836608558549918,EN,IT,35,10,4,"['bn:00099753a', 'bn:00019564n', 'bn:00099754a', 'bn:00019563n']"
possess-poseer,0.4285714285714285,0.4241757079760516,EN,ES,3,4,2,"['bn:00091874v', 'bn:00089241v']"
clothes-vestiti,0.6666666666666666,0.4969039949999533,EN,IT,5,1,1,['bn:00006125n']
closer-más cerca,0.9682539682539684,0.3395147503393413,EN,ES,61,2,1,['bn:00114752r']
write-écrire,0.28,0.2797759103282483,EN,FR,13,12,9,"['bn:00094109v', 'bn:00095848v', 'bn:00081714n', 'bn:00087382v', 'bn:00095849v', 'bn:00092123v', 'bn:00095847v', 'bn:00093281v', 'bn:00085489v']"
music-musica,0.8823529411764706,0.8040795874479066,EN,IT,48,20,4,"['bn:00056443n', 'bn:02052302n', 'bn:00031853n', 'bn:00056444n']"
gravidanza-grossesse,0.6,0.5878775382679627,IT,FR,3,2,1,['bn:00040332n']
arrangement-acuerdo,0.9285714285714286,0.8673319326432973,FR,ES,9,19,1,['bn:00002088n']
fade-desvanecerse,0.85,0.7098899562608278,EN,ES,31,9,3,"['bn:00087958v', 'bn:00083677v', 'bn:00087960v']"
existence-esistenza,0.6666666666666666,0.628539361054709,EN,IT,8,4,2,"['bn:00002761n', 'bn:00009676n']"
steel-acier,0.8709677419354839,0.4279414648456306,EN,FR,29,2,2,"['bn:00074123n', 'bn:14102354n']"
AIDS-SIDA,0.5555555555555556,0.552115549999948,IT,ES,4,5,2,"['bn:00000996n', 'bn:03291444n']"
knife-coltello,0.7777777777777778,0.7332959212304937,EN,IT,12,6,2,"['bn:00049322n', 'bn:00049323n']"
justice-justicia,0.7222222222222222,0.7041638088648,FR,ES,22,14,5,"['bn:00048669n', 'bn:00048488n', 'bn:00067848n', 'bn:00048668n', 'bn:01417653n']"
fila-rangée,0.9047619047619048,0.5311739957206828,ES,FR,19,2,1,['bn:00068424n']
mix-miscela,0.9375,0.6200979635307634,EN,IT,28,4,1,['bn:00055384n']
rub-strofinare,0.8181818181818182,0.6311366311417118,EN,IT,9,2,1,['bn:00093144v']
boundary-confine,0.75,0.7071067811865476,EN,IT,16,8,3,"['bn:00012418n', 'bn:00012212n', 'bn:03595116n']"
teatro-théâtre,0.7272727272727273,0.6997028260666687,ES,FR,14,8,3,"['bn:00034270n', 'bn:00045002n', 'bn:00028609n']"
interesting-interesante,0.6666666666666666,0.6666666666666666,EN,ES,3,3,1,['bn:00105276a']
inform-informar,0.76,0.6824783073475669,EN,ES,7,18,3,"['bn:00082416v', 'bn:00089724v', 'bn:00089726v']"
persona-personne,0.76,0.6824783073475669,ES,FR,18,7,3,"['bn:00046516n', 'bn:00061714n', 'bn:00061715n']"
mental-mental,0.5238095238095238,0.4732660443789411,EN,FR,15,6,5,"['bn:00106602a', 'bn:14800775n', 'bn:00106601a', 'bn:01090906n', 'bn:00106604a']"
difficulty-dificultad,0.5,0.4635124054434789,EN,ES,5,11,4,"['bn:00027041n', 'bn:00027043n', 'bn:00027040n', 'bn:00027042n']"
commander-comandante,0.6774193548387096,0.6482421154173108,EN,ES,20,11,5,"['bn:00020956n', 'bn:00020957n', 'bn:00020955n', 'bn:13915818n', 'bn:00002227n']"
eye-œil,0.8095238095238095,0.6895810542856494,EN,FR,32,10,4,"['bn:03231670n', 'bn:00032514n', 'bn:00032512n', 'bn:00032513n']"
confusione-confusión,0.696969696969697,0.6940836816869873,IT,ES,18,15,5,"['bn:00021792n', 'bn:00021789n', 'bn:00020082n', 'bn:00021790n', 'bn:00021788n']"
qualify-qualificarsi,0.8,0.48,EN,IT,9,1,1,['bn:00090717v']
security-sicurezza,0.8518518518518519,0.6617998218906306,EN,IT,22,5,2,"['bn:00068799n', 'bn:00070219n']"
massive-massif,0.8666666666666667,0.8171011693711216,EN,FR,10,5,1,['bn:00106465a']
poetry-poesia,0.8947368421052632,0.8934967350060241,EN,IT,9,10,1,['bn:00063195n']
lay-laico,0.9166666666666666,0.7938566201357354,EN,ES,18,6,1,['bn:00105688a']
proper-correcto,0.9,0.881816307401944,EN,ES,8,12,1,['bn:00109117a']
handle-asa,0.92,0.9014122253442096,EN,ES,10,15,1,['bn:00041820n']
rimanente-resto,0.8571428571428571,0.7034158342699627,IT,ES,3,11,1,['bn:00008047n']
tactic-tactique,0.5714285714285714,0.5714285714285714,EN,FR,7,7,3,"['bn:14651218n', 'bn:00053172n', 'bn:00075872n']"
properly-correttamente,0.6666666666666666,0.628539361054709,EN,IT,4,2,1,['bn:00114946r']
marry-casarse,0.7142857142857143,0.7069595132934192,EN,ES,3,4,1,['bn:00085614v']
Olympic-Olimpico,0.8823529411764706,0.5685701288980963,EN,IT,15,2,1,['bn:00107811a']
protection-protezione,0.6923076923076923,0.6840656402839418,FR,IT,15,11,4,"['bn:00064840n', 'bn:00064838n', 'bn:00064837n', 'bn:00001627n']"
reality-realidad,0.8695652173913043,0.8152687581416946,EN,ES,31,15,3,"['bn:00066419n', 'bn:00066418n', 'bn:00066414n']"
population-población,0.75,0.739509972887452,FR,ES,10,14,3,"['bn:00063595n', 'bn:00063597n', 'bn:00063596n']"
ammettere-admettre,0.4285714285714285,0.4285714285714285,IT,FR,7,7,4,"['bn:00082267v', 'bn:00082369v', 'bn:00082370v', 'bn:00082201v']"
grocery-épicerie,0.6,0.5878775382679627,EN,FR,2,3,1,['bn:00035663n']
certainly-ciertamente,0.7142857142857143,0.6453627877894652,EN,ES,2,5,1,['bn:00114694r']
honey-miel,0.9672131147540984,0.4183087619124441,EN,ES,58,3,1,['bn:00044622n']
environmental-ambientale,0.3333333333333333,0.3142696805273545,EN,IT,2,1,1,['bn:00102292a']
sexual-sexual,0.5555555555555556,0.4619330107128322,EN,ES,7,2,2,"['bn:00110486a', 'bn:00110487a']"
critical-critico,0.6842105263157895,0.6600940059216168,EN,IT,12,7,3,"['bn:00100675a', 'bn:00100672a', 'bn:00100673a']"
Asian-Asiático,0.7142857142857143,0.7069595132934192,EN,ES,8,6,2,"['bn:00097584a', 'bn:00006331n']"
ratio-relación,0.9285714285714286,0.5744046045509033,FR,ES,3,25,1,['bn:00066247n']
mood-humor,0.875,0.8472151069828725,EN,ES,20,12,2,"['bn:00045201n', 'bn:00019781n']"
travel-viaggio,0.9285714285714286,0.9261995947397768,EN,IT,15,13,1,['bn:00078085n']
car-auto,0.945945945945946,0.516410040675928,EN,IT,34,3,1,['bn:00007309n']
agreement-accord,0.6410256410256411,0.5598088877687838,EN,FR,10,29,7,"['bn:00002090n', 'bn:21584698n', 'bn:00002088n', 'bn:00002086n', 'bn:00002087n', 'bn:00002089n', 'bn:00000726n']"
suppose-supporre,0.375,0.372058778118458,EN,IT,7,9,5,"['bn:00083370v', 'bn:00085612v', 'bn:00089105v', 'bn:00093288v', 'bn:00092001v']"
depth-profundidad,0.8888888888888888,0.7962723702023259,EN,ES,13,5,1,['bn:00025827n']
emotional-emozionale,0.8823529411764706,0.5685701288980963,EN,IT,15,2,1,['bn:00102161a']
clear-clair,0.975609756097561,0.7543541931777445,EN,FR,67,15,1,['bn:00099778a']
protect-proteggere,0.6666666666666666,0.6666666666666666,EN,IT,6,6,2,"['bn:00092103v', 'bn:00090041v']"
twin-gemello,0.9166666666666666,0.6832429931249357,EN,IT,20,4,1,['bn:00078753n']
Israele-Israel,0.4285714285714285,0.4241757079760516,IT,ES,6,8,4,"['bn:00358913n', 'bn:00047679n', 'bn:00961357n', 'bn:03134193n']"
nine-neuf,0.8918918918918919,0.7653159380435193,EN,FR,28,9,2,"['bn:00000138n', 'bn:00096090a']"
literature-letteratura,0.4545454545454545,0.4526632706654265,EN,IT,6,5,3,"['bn:00051538n', 'bn:00051539n', 'bn:00051520n']"
could-potrebbe,-1.0,-1.0,EN,IT,1,1,0,[]
ignorare-ignorer,0.6666666666666666,0.4969039949999533,IT,FR,5,1,1,['bn:00084160v']
forma-formulario,0.9310344827586208,0.6420927467300832,IT,ES,25,4,1,['bn:00035910n']
target-objetivo,0.9272727272727272,0.7659486297806649,EN,ES,43,12,2,"['bn:00002179n', 'bn:00053445n']"
ad-ad,0.875,0.5100910419657946,EN,ES,29,3,2,"['bn:03474131n', 'bn:02015736n']"
sleep-dormire,0.9411764705882352,0.4429065743944637,EN,IT,32,2,1,['bn:00084684v']
fairly-bastante,0.8461538461538461,0.7810650887573964,EN,ES,4,9,1,['bn:00115313r']
murder-meurtre,0.8983050847457628,0.3946903269354974,EN,FR,56,3,3,"['bn:00044565n', 'bn:00861867n', 'bn:00032175n']"
candidate-candidato,0.7777777777777778,0.7332959212304937,EN,ES,12,6,2,"['bn:00015056n', 'bn:00015205n']"
advocate-defensor,0.925925925925926,0.9099107792470232,EN,ES,16,11,1,['bn:00001603n']
photograph-fotografia,0.9230769230769232,0.8782946894806851,EN,IT,17,9,1,['bn:00032381n']
example-ejemplo,0.5,0.49749371855331,EN,ES,9,11,5,"['bn:00026658n', 'bn:00016401n', 'bn:00032099n', 'bn:00032101n', 'bn:00032100n']"
Uniti-Estados Unidos,0.7142857142857143,0.7069595132934192,IT,ES,3,4,1,['bn:00078848n']
six-six,0.7674418604651163,0.6244069633203729,EN,FR,34,9,5,"['bn:03723525n', 'bn:00096044a', 'bn:00000125n', 'bn:17670091n', 'bn:00514813n']"
naked-desnudo,0.9104477611940298,0.7590275274403255,EN,ES,52,15,3,"['bn:00056748n', 'bn:00097745a', 'bn:21130772n']"
arise-naître,0.8947368421052632,0.6525177557600202,EN,FR,16,3,1,['bn:00082757v']
five-cinque,0.8181818181818182,0.5615579332019567,EN,IT,38,6,4,"['bn:02261184n', 'bn:00000119n', 'bn:16889051n', 'bn:00096027a']"
emerge-emergere,0.5714285714285714,0.5476084842856628,EN,IT,9,5,3,"['bn:00087561v', 'bn:00085360v', 'bn:00087562v']"
we-nous,0.9591836734693876,0.742825739414813,EN,FR,40,9,1,['bn:01658249n']
basketball-baloncesto,0.7333333333333333,0.5866666666666667,EN,ES,12,3,2,"['bn:00008890n', 'bn:00008889n']"
him-lui,-1.0,-1.0,EN,FR,22,4,0,[]
procedere-procéder,0.5555555555555556,0.523782800878924,IT,FR,6,3,2,"['bn:00085715v', 'bn:00088916v']"
urge-urge,0.8666666666666667,0.6933333333333334,EN,ES,12,3,1,['bn:15669299n']
laboratory-laboratorio,0.7142857142857143,0.499895865874118,EN,ES,6,1,1,['bn:00049551n']
PM-PM,0.8620689655172413,0.5945303210463734,EN,IT,25,4,2,"['bn:00006892n', 'bn:00060811n']"
nearby-nelle vicinanze,0.6666666666666666,0.6666666666666666,EN,IT,3,3,1,['bn:00116327r']
soddisfazione-satisfacción,0.6666666666666666,0.4969039949999533,IT,ES,2,10,2,"['bn:00022161n', 'bn:00041463n']"
rose-rosa,0.7818181818181819,0.7712798394033363,FR,ES,32,23,6,"['bn:00062507n', 'bn:00068289n', 'bn:00109930a', 'bn:00108605a', 'bn:00068284n', 'bn:00068283n']"
assure-assicurare,0.4285714285714285,0.4241757079760516,EN,IT,6,8,4,"['bn:00082812v', 'bn:00082879v', 'bn:00082877v', 'bn:00082878v']"
responsibility-responsabilità,0.6363636363636364,0.5668240727101569,EN,IT,8,3,2,"['bn:00067370n', 'bn:00029239n']"
partito-fiesta,0.945945945945946,0.6973504154777281,IT,ES,6,31,1,['bn:00060836n']
spot-spot,0.8148148148148148,0.6073271049999429,EN,IT,45,9,5,"['bn:01267536n', 'bn:00073592n', 'bn:03339269n', 'bn:17351807n', 'bn:01892792n']"
dare-oser,0.8620689655172413,0.5250749623262692,EN,FR,26,3,2,"['bn:00086279v', 'bn:00086280v']"
fifty-cinquanta,0.3333333333333333,0.3142696805273545,EN,IT,4,2,2,"['bn:00000123n', 'bn:00096029a']"
girl-chica,0.8596491228070176,0.6539210132627031,EN,ES,47,10,4,"['bn:00040537n', 'bn:00034453n', 'bn:00034021n', 'bn:00040536n']"
loan-prêt,0.7647058823529411,0.7633817153294216,EN,FR,8,9,2,"['bn:03196114n', 'bn:00051693n']"
disappear-desaparecer,0.75,0.739509972887452,EN,ES,14,10,3,"['bn:00086881v', 'bn:00086879v', 'bn:00086880v']"
violare-violar,0.5714285714285714,0.5714285714285714,IT,ES,7,7,3,"['bn:00083897v', 'bn:00083911v', 'bn:00082842v']"
hair-capelli,0.9230769230769232,0.589819445887674,EN,IT,23,3,1,['bn:00042526n']
chairman-président,0.7857142857142857,0.680448531544916,EN,FR,7,21,3,"['bn:00017517n', 'bn:00064233n', 'bn:01834514n']"
belief-credenza,0.4782608695652174,0.4778086133226337,EN,IT,11,12,6,"['bn:00009717n', 'bn:00064277n', 'bn:00009716n', 'bn:00032768n', 'bn:00021870n', 'bn:00059168n']"
Congress-Le Congrès,0.9166666666666666,0.366348241364166,EN,FR,23,1,1,['bn:02775939n']
senza-sin,0.8461538461538461,0.6105866669592631,IT,ES,2,11,1,['bn:00907838n']
fewer-meno,0.8571428571428571,0.7034158342699627,EN,IT,3,11,1,['bn:00102921a']
hospital-ospedale,0.8333333333333334,0.6211299937499416,ES,IT,20,4,2,"['bn:00044896n', 'bn:00019822n']"
entièrement-totalmente,0.6,0.5878775382679627,FR,ES,6,4,2,"['bn:00114203r', 'bn:00114790r']"
uniform-uniforme,0.5,0.49749371855331,EN,ES,11,9,5,"['bn:00112843a', 'bn:00112619a', 'bn:00100320a', 'bn:00112844a', 'bn:00079079n']"
capability-capacità,0.7037037037037037,0.5851151469029209,EN,IT,6,21,4,"['bn:00015410n', 'bn:00005193n', 'bn:00015409n', 'bn:00015411n']"
esecutivo-ejecutivo,0.8181818181818182,0.7287738077702017,IT,ES,3,8,1,['bn:00032180n']
blow-soplar,0.8181818181818182,0.5453643802261495,EN,ES,48,7,5,"['bn:00083653v', 'bn:00083663v', 'bn:00083652v', 'bn:00083195v', 'bn:00083656v']"
rapidly-rapidement,0.8,0.48,EN,FR,1,9,1,['bn:00114307r']
shell-concha,0.8823529411764706,0.7875298738229095,EN,ES,37,14,3,"['bn:00071004n', 'bn:00015831n', 'bn:00070052n']"
lawn-prato,0.875,0.8472151069828725,EN,IT,6,10,1,['bn:00050284n']
widespread-diffuso,0.5,0.5,EN,IT,2,2,1,['bn:00113864a']
rise-aumento,0.95,0.590521779634098,EN,IT,107,13,3,"['bn:00012158n', 'bn:00044138n', 'bn:00001553n']"
become-devenir,0.6,0.5878775382679627,EN,FR,6,9,3,"['bn:00083293v', 'bn:00083294v', 'bn:00083296v']"
proportion-proporzione,0.5384615384615384,0.5239276596728677,FR,IT,8,5,3,"['bn:00064766n', 'bn:00064765n', 'bn:00027153n']"
replace-remplacer,0.4,0.4,EN,FR,5,5,3,"['bn:00092817v', 'bn:00092816v', 'bn:00087802v']"
price-prezzo,0.8333333333333334,0.6596206874432873,EN,IT,29,7,3,"['bn:00022997n', 'bn:00025083n', 'bn:00022996n']"
propose-proposer,0.4545454545454545,0.4526632706654265,EN,FR,5,6,3,"['bn:00092058v', 'bn:00091079v', 'bn:00082417v']"
cope-cope,0.68,0.4985842356111953,EN,ES,21,4,4,"['bn:03547020n', 'bn:00546117n', 'bn:13939872n', 'bn:03150591n']"
declare-declara,0.8333333333333334,0.4606423319938055,EN,ES,11,1,1,['bn:02102104n']
refugee-refugiado,0.875,0.5787580992953792,EN,ES,14,2,1,['bn:00066857n']
extra-extra,0.9375,0.6200979635307634,EN,IT,28,4,1,['bn:00096432a']
event-événement,0.6923076923076923,0.6587210171105138,EN,FR,17,9,4,"['bn:00016402n', 'bn:01608178n', 'bn:00032022n', 'bn:00032021n']"
never-mai,0.9310344827586208,0.8322473191772282,EN,IT,21,8,1,['bn:00116326r']
increase-aumentar,0.8787878787878788,0.7827570527902167,EN,ES,9,24,2,"['bn:00089666v', 'bn:00089667v']"
vast-vasto,0.8181818181818182,0.8147938871977678,EN,ES,6,5,1,['bn:00098905a']
